Team,Date,Score,Completion %,Huck %,Hold %,OLC %,Break %,DLC %,RZC %,Turnovers,Blocks,Completion%,Huck %,Hold %,OLC%,Break %,DLC %,RZC %,Away Score,Home Score,Points/Total
Legion,6/9/2023,CAR 27 - 19 DAL,90% (183/204),62% (8/13),57% (16/28),46% (16/35),14% (3/21),60% (3/5),89% (8/9),21,8,0.90,0.62,0.57,0.46,0.14,0.60,0.89,27,19,0.413
Nitro,6/9/2023,LA 29 - 11 POR,88% (216/245),27% (3/11),32% (10/31),26% (10/38),8% (1/13),50% (1/2),67% (8/12),29,10,0.88,0.27,0.32,0.26,0.08,0.50,0.67,29,11,0.275
Shred,6/9/2023,SLC 19 - 18 COL,95% (251/264),58% (7/12),50% (10/20),40% (10/25),43% (9/21),100% (9/9),100% (13/13),13,8,0.95,0.58,0.50,0.40,0.43,1.00,1.00,19,18,0.514
Summit,6/9/2023,SLC 19 - 18 COL,94% (265/281),69% (11/16),57% (12/21),57% (12/21),30% (6/20),46% (6/13),77% (10/13),16,5,0.94,0.69,0.57,0.57,0.30,0.46,0.77,19,18,0.486
AlleyCats,6/10/2023,CHI 17 - 26 IND,97% (286/296),60% (6/10),83% (15/18),68% (15/22),41% (11/27),73% (11/15),86% (19/22),10,10,0.97,0.60,0.83,0.68,0.41,0.73,0.86,17,26,0.605
Aviators,6/10/2023,LA 25 - 23 SEA,96% (326/338),50% (3/6),72% (18/25),72% (18/25),23% (6/26),43% (6/14),100% (15/15),12,10,0.96,0.50,0.72,0.72,0.23,0.43,1.00,25,23,0.521
Cascades,6/10/2023,LA 25 - 23 SEA,94% (254/269),67% (14/21),62% (16/26),52% (16/31),28% (7/25),100% (7/7),82% (9/11),15,5,0.94,0.67,0.62,0.52,0.28,1.00,0.82,25,23,0.479
Empire,6/10/2023,ATL 17 - 20 NY,95% (231/242),75% (12/16),74% (14/19),67% (14/21),27% (6/22),55% (6/11),79% (11/14),11,10,0.95,0.75,0.74,0.67,0.27,0.55,0.79,17,20,0.541
Flyers,6/10/2023,CAR 22 - 20 ATX,92% (246/266),91% (10/11),71% (15/21),56% (15/27),25% (6/24),40% (6/15),76% (13/17),20,11,0.92,0.91,0.71,0.56,0.25,0.40,0.76,22,20,0.524
Growlers,6/10/2023,SD 17 - 21 OAK,89% (199/224),33% (2/6),57% (13/23),35% (13/37),21% (4/19),67% (4/6),56% (14/25),25,10,0.89,0.33,0.57,0.35,0.21,0.67,0.56,17,21,0.447
Hustle,6/10/2023,ATL 17 - 20 NY,95% (254/267),45% (5/11),64% (14/22),54% (14/26),16% (3/19),60% (3/5),79% (11/14),13,8,0.95,0.45,0.64,0.54,0.16,0.60,0.79,17,20,0.459
Phoenix,6/10/2023,PHI 27 - 23 TOR,94% (235/249),71% (17/24),76% (19/25),63% (19/30),25% (7/28),64% (7/11),93% (13/14),14,10,0.94,0.71,0.76,0.63,0.25,0.64,0.93,27,23,0.54
Radicals,6/10/2023,MAD 17 - 18 MIN,90% (215/240),55% (6/11),65% (13/20),46% (13/28),21% (4/19),29% (4/14),63% (12/19),25,11,0.90,0.55,0.65,0.46,0.21,0.29,0.63,17,18,0.486
Rush,6/10/2023,PHI 27 - 23 TOR,94% (270/287),100% (13/13),64% (18/28),60% (18/30),20% (5/25),50% (5/10),73% (8/11),17,7,0.94,1.00,0.64,0.60,0.20,0.50,0.73,27,23,0.46
Sol,6/10/2023,CAR 22 - 20 ATX,92% (264/286),67% (8/12),63% (15/24),48% (15/31),24% (5/21),45% (5/11),84% (16/19),22,7,0.92,0.67,0.63,0.48,0.24,0.45,0.84,22,20,0.476
Spiders,6/10/2023,SD 17 - 21 OAK,89% (189/212),56% (5/9),68% (13/19),62% (13/21),35% (8/23),33% (8/24),86% (18/21),23,10,0.89,0.56,0.68,0.62,0.35,0.33,0.86,17,21,0.553
Union,6/10/2023,CHI 17 - 26 IND,93% (270/289),64% (7/11),52% (14/27),47% (14/30),17% (3/18),43% (3/7),86% (12/14),19,5,0.93,0.64,0.52,0.47,0.17,0.43,0.86,17,26,0.395
Wind Chill,6/10/2023,MAD 17 - 18 MIN,93% (316/339),60% (6/10),74% (14/19),50% (14/28),15% (3/20),25% (3/12),67% (12/18),23,10,0.93,0.60,0.74,0.50,0.15,0.25,0.67,17,18,0.514
Glory,6/11/2023,BOS 22 - 12 MTL,94% (183/195),64% (7/11),71% (10/14),63% (10/16),50% (12/24),57% (12/21),79% (15/19),12,8,0.94,0.64,0.71,0.63,0.50,0.57,0.79,22,12,0.647
Mechanix,6/11/2023,DET 18 - 28 PIT,92% (271/296),69% (11/16),53% (16/30),47% (16/34),10% (2/20),22% (2/9),63% (10/16),25,9,0.92,0.69,0.53,0.47,0.10,0.22,0.63,18,28,0.391
Royal,6/11/2023,BOS 22 - 12 MTL,92% (251/273),67% (6/9),38% (9/24),29% (9/31),21% (3/14),75% (3/4),53% (9/17),22,5,0.92,0.67,0.38,0.29,0.21,0.75,0.53,22,12,0.353
Thunderbirds,6/11/2023,DET 18 - 28 PIT,94% (224/239),74% (14/19),80% (16/20),59% (16/27),40% (12/30),71% (12/17),90% (18/20),15,8,0.94,0.74,0.80,0.59,0.40,0.71,0.90,18,28,0.609
Breeze,6/16/2023,MTL 14 - 23 DC,94% (255/270),64% (7/11),67% (10/15),63% (10/16),52% (13/25),59% (13/22),91% (20/22),15,10,0.94,0.64,0.67,0.63,0.52,0.59,0.91,14,23,0.622
Empire,6/16/2023,BOS 16 - 25 NY,96% (270/280),80% (12/15),89% (16/18),80% (16/20),33% (9/27),60% (9/15),88% (15/17),10,10,0.96,0.80,0.89,0.80,0.33,0.60,0.88,16,25,0.61
Glory,6/16/2023,BOS 16 - 25 NY,93% (243/260),69% (9/13),56% (15/27),47% (15/32),6% (1/18),33% (1/3),73% (8/11),17,8,0.93,0.69,0.56,0.47,0.06,0.33,0.73,16,25,0.39
Royal,6/16/2023,MTL 14 - 23 DC,92% (259/282),38% (5/13),40% (10/25),29% (10/34),27% (4/15),80% (4/5),71% (10/14),23,5,0.92,0.38,0.40,0.29,0.27,0.80,0.71,14,23,0.378
Shred,6/16/2023,COL 19 - 20 SLC,97% (270/278),75% (6/8),76% (16/21),73% (16/22),18% (4/22),50% (4/8),86% (12/14),8,6,0.97,0.75,0.76,0.73,0.18,0.50,0.86,19,20,0.513
Summit,6/16/2023,COL 19 - 20 SLC,97% (310/321),67% (10/15),73% (16/22),62% (16/26),14% (3/21),75% (3/4),73% (11/15),11,3,0.97,0.67,0.73,0.62,0.14,0.75,0.73,19,20,0.487
AlleyCats,6/17/2023,DET 19 - 20 IND,96% (254/264),71% (5/7),75% (15/20),68% (15/22),23% (5/22),56% (5/9),80% (16/20),10,6,0.96,0.71,0.75,0.68,0.23,0.56,0.80,19,20,0.513
Cascades,6/17/2023,SEA 20 - 19 SD,92% (239/260),53% (9/17),77% (17/22),50% (17/34),14% (3/21),43% (3/7),67% (12/18),21,14,0.92,0.53,0.77,0.50,0.14,0.43,0.67,20,19,0.513
Growlers,6/17/2023,SEA 20 - 19 SD,94% (311/330),60% (6/10),71% (15/21),68% (15/22),18% (4/22),25% (4/16),78% (14/18),19,9,0.94,0.60,0.71,0.68,0.18,0.25,0.78,20,19,0.487
Havoc,6/17/2023,ATX 18 - 15 HTX,86% (218/254),54% (7/13),35% (7/20),23% (7/30),47% (8/17),38% (8/21),63% (10/16),36,13,0.86,0.54,0.35,0.23,0.47,0.38,0.63,18,15,0.455
Hustle,6/17/2023,DAL 14 - 29 ATL,96% (299/310),78% (7/9),88% (14/16),74% (14/19),50% (15/30),68% (15/22),86% (19/22),11,16,0.96,0.78,0.88,0.74,0.50,0.68,0.86,14,29,0.674
Legion,6/17/2023,DAL 14 - 29 ATL,90% (223/249),58% (7/12),43% (13/30),35% (13/37),6% (1/16),25% (1/4),57% (8/14),26,6,0.90,0.58,0.43,0.35,0.06,0.25,0.57,14,29,0.326
Mechanix,6/17/2023,DET 19 - 20 IND,96% (283/295),100% (8/8),73% (16/22),62% (16/26),15% (3/20),50% (3/6),78% (14/18),12,4,0.96,1.00,0.73,0.62,0.15,0.50,0.78,19,20,0.487
Nitro,6/17/2023,POR 15 - 21 CHI,89% (226/253),40% (4/10),57% (13/23),41% (13/32),12% (2/17),18% (2/11),56% (10/18),27,11,0.89,0.40,0.57,0.41,0.12,0.18,0.56,15,21,0.417
Phoenix,6/17/2023,MTL 13 - 22 PHI,94% (253/268),73% (11/15),73% (11/15),61% (11/18),50% (11/22),55% (11/20),68% (13/19),15,12,0.94,0.73,0.73,0.61,0.50,0.55,0.68,13,22,0.629
Radicals,6/17/2023,MIN 24 - 19 MAD,92% (256/277),50% (9/18),50% (13/26),46% (13/28),24% (5/21),50% (5/10),87% (13/15),21,9,0.92,0.50,0.50,0.46,0.24,0.50,0.87,24,19,0.442
Royal,6/17/2023,MTL 13 - 22 PHI,91% (231/255),50% (5/10),45% (10/22),31% (10/32),20% (3/15),50% (3/6),71% (12/17),24,7,0.91,0.50,0.45,0.31,0.20,0.50,0.71,13,22,0.371
Rush,6/17/2023,PIT 17 - 18 TOR,92% (236/256),89% (8/9),79% (15/19),60% (15/25),15% (3/20),23% (3/13),87% (13/15),20,9,0.92,0.89,0.79,0.60,0.15,0.23,0.87,17,18,0.514
Sol,6/17/2023,ATX 18 - 15 HTX,88% (243/276),58% (7/12),53% (9/17),30% (9/30),45% (9/20),41% (9/22),60% (12/20),33,17,0.88,0.58,0.53,0.30,0.45,0.41,0.60,18,15,0.545
Spiders,6/17/2023,COL 23 - 24 OAK,93% (225/242),80% (12/15),64% (16/25),53% (16/30),31% (8/26),67% (8/12),81% (13/16),17,10,0.93,0.80,0.64,0.53,0.31,0.67,0.81,23,24,0.511
Summit,6/17/2023,COL 23 - 24 OAK,95% (321/338),88% (7/8),58% (15/26),52% (15/29),32% (8/25),62% (8/13),86% (19/22),17,9,0.95,0.88,0.58,0.52,0.32,0.62,0.86,23,24,0.489
Thunderbirds,6/17/2023,PIT 17 - 18 TOR,92% (241/262),63% (10/16),70% (14/20),47% (14/30),16% (3/19),30% (3/10),59% (10/17),21,10,0.92,0.63,0.70,0.47,0.16,0.30,0.59,17,18,0.486
Union,6/17/2023,POR 15 - 21 CHI,94% (306/326),62% (8/13),76% (13/17),52% (13/25),35% (8/23),47% (8/17),75% (18/24),20,10,0.94,0.62,0.76,0.52,0.35,0.47,0.75,15,21,0.583
Wind Chill,6/17/2023,MIN 24 - 19 MAD,95% (293/307),62% (8/13),57% (12/21),48% (12/25),46% (12/26),80% (12/15),87% (13/15),14,14,0.95,0.62,0.57,0.48,0.46,0.80,0.87,24,19,0.558
Aviators,6/18/2023,SEA 14 - 23 LA,94% (252/268),55% (6/11),87% (13/15),68% (13/19),36% (9/25),47% (9/19),88% (15/17),16,9,0.94,0.55,0.87,0.68,0.36,0.47,0.88,14,23,0.622
Cascades,6/18/2023,SEA 14 - 23 LA,90% (224/248),57% (8/14),52% (13/25),38% (13/34),7% (1/15),20% (1/5),69% (9/13),24,9,0.90,0.57,0.52,0.38,0.07,0.20,0.69,14,23,0.378
AlleyCats,6/23/2023,IND 23 - 22 MAD,96% (298/310),78% (7/9),63% (15/24),63% (15/24),33% (8/24),73% (8/11),89% (16/18),12,6,0.96,0.78,0.63,0.63,0.33,0.73,0.89,23,22,0.511
Breeze,6/23/2023,DC 25 - 18 MTL,97% (253/261),67% (4/6),75% (15/20),71% (15/21),37% (10/27),83% (10/12),95% (18/19),8,7,0.97,0.67,0.75,0.71,0.37,0.83,0.95,25,18,0.581
Havoc,6/23/2023,ATL 23 - 14 HTX,89% (232/260),63% (5/8),44% (11/25),31% (11/35),13% (2/16),29% (2/7),67% (6/9),28,10,0.89,0.63,0.44,0.31,0.13,0.29,0.67,23,14,0.378
Hustle,6/23/2023,ATL 23 - 14 HTX,92% (209/228),78% (7/9),75% (12/16),57% (12/21),44% (11/25),50% (11/22),76% (16/21),19,15,0.92,0.78,0.75,0.57,0.44,0.50,0.76,23,14,0.622
Mechanix,6/23/2023,DET 20 - 25 CHI,92% (237/259),60% (6/10),56% (15/27),47% (15/32),24% (5/21),45% (5/11),92% (11/12),22,9,0.92,0.60,0.56,0.47,0.24,0.45,0.92,20,25,0.444
Radicals,6/23/2023,IND 23 - 22 MAD,96% (326/340),50% (3/6),63% (15/24),56% (15/27),29% (7/24),78% (7/9),94% (17/18),14,8,0.96,0.50,0.63,0.56,0.29,0.78,0.94,23,22,0.489
Royal,6/23/2023,DC 25 - 18 MTL,95% (265/279),83% (5/6),52% (14/27),48% (14/29),20% (4/20),67% (4/6),88% (14/16),14,4,0.95,0.83,0.52,0.48,0.20,0.67,0.88,25,18,0.419
Union,6/23/2023,DET 20 - 25 CHI,93% (251/269),64% (7/11),71% (15/21),54% (15/28),37% (10/27),63% (10/16),82% (23/28),18,13,0.93,0.64,0.71,0.54,0.37,0.63,0.82,20,25,0.556
Aviators,6/24/2023,SD 18 - 22 LA,94% (281/298),64% (7/11),75% (15/20),63% (15/24),29% (7/24),50% (7/14),100% (15/15),17,12,0.94,0.64,0.75,0.63,0.29,0.50,1.00,18,22,0.55
Breeze,6/24/2023,DC 20 - 16 BOS,94% (323/344),33% (2/6),78% (14/18),56% (14/25),27% (6/22),35% (6/17),78% (14/18),21,11,0.94,0.33,0.78,0.56,0.27,0.35,0.78,20,16,0.556
Glory,6/24/2023,DC 20 - 16 BOS,91% (262/287),69% (9/13),59% (13/22),41% (13/32),17% (3/18),30% (3/10),53% (8/15),25,9,0.91,0.69,0.59,0.41,0.17,0.30,0.53,20,16,0.444
Growlers,6/24/2023,SD 18 - 22 LA,90% (194/216),56% (9/16),54% (13/24),43% (13/30),20% (4/20),40% (4/10),87% (13/15),22,10,0.90,0.56,0.54,0.43,0.20,0.40,0.87,18,22,0.45
Hustle,6/24/2023,ATL 23 - 12 DAL,93% (237/255),67% (6/9),86% (12/14),60% (12/20),40% (10/25),45% (10/22),78% (14/18),18,16,0.93,0.67,0.86,0.60,0.40,0.45,0.78,23,12,0.657
Legion,6/24/2023,ATL 23 - 12 DAL,88% (220/251),50% (6/12),48% (12/25),32% (12/37),0% (0/14),0% (0/6),60% (6/10),31,5,0.88,0.50,0.48,0.32,0.00,0.00,0.60,23,12,0.343
Mechanix,6/24/2023,CHI 18 - 12 DET,90% (263/292),56% (5/9),50% (10/20),36% (10/28),14% (2/14),15% (2/13),56% (9/16),29,8,0.90,0.56,0.50,0.36,0.14,0.15,0.56,18,12,0.4
Summit,6/24/2023,MIN 15 - 25 COL,95% (288/302),67% (10/15),82% (14/17),70% (14/20),41% (11/27),55% (11/20),91% (21/23),14,13,0.95,0.67,0.82,0.70,0.41,0.55,0.91,15,25,0.625
Union,6/24/2023,CHI 18 - 12 DET,92% (255/276),67% (4/6),79% (11/14),46% (11/24),30% (6/20),43% (6/14),76% (16/21),21,16,0.92,0.67,0.79,0.46,0.30,0.43,0.76,18,12,0.6
Wind Chill,6/24/2023,MIN 15 - 25 COL,91% (248/273),42% (8/19),48% (13/27),36% (13/36),12% (2/17),40% (2/5),64% (9/14),25,5,0.91,0.42,0.48,0.36,0.12,0.40,0.64,15,25,0.375
Royal,6/25/2023,MTL 19 - 26 TOR,93% (272/293),50% (6/12),56% (15/27),45% (15/33),19% (4/21),57% (4/7),92% (11/12),21,10,0.93,0.50,0.56,0.45,0.19,0.57,0.92,19,26,0.422
Rush,6/25/2023,MTL 19 - 26 TOR,94% (233/247),73% (11/15),76% (16/21),67% (16/24),37% (10/27),59% (10/17),72% (13/18),14,7,0.94,0.73,0.76,0.67,0.37,0.59,0.72,19,26,0.578
Aviators,6/30/2023,SLC 20 - 18 LA,93% (257/276),80% (4/5),59% (13/22),43% (13/30),26% (5/19),83% (5/6),83% (15/18),19,7,0.93,0.80,0.59,0.43,0.26,0.83,0.83,20,18,0.474
Aviators,6/30/2023,SLC 20 - 18 LA,94% (260/278),50% (4/8),59% (13/22),43% (13/30),26% (5/19),83% (5/6),89% (16/18),18,8,0.94,0.50,0.59,0.43,0.26,0.83,0.89,20,18,0.474
Breeze,6/30/2023,DC 18 - 21 NY,95% (294/310),42% (5/12),59% (13/22),52% (13/25),25% (5/20),56% (5/9),100% (12/12),16,5,0.95,0.42,0.59,0.52,0.25,0.56,1.00,18,21,0.462
Empire,6/30/2023,DC 18 - 21 NY,95% (224/237),50% (8/16),70% (14/20),58% (14/24),32% (7/22),70% (7/10),100% (13/13),13,11,0.95,0.50,0.70,0.58,0.32,0.70,1.00,18,21,0.538
Mechanix,6/30/2023,DET 15 - 25 PIT,92% (271/296),36% (4/11),44% (12/27),38% (12/32),18% (3/17),43% (3/7),56% (9/16),25,7,0.92,0.36,0.44,0.38,0.18,0.43,0.56,15,25,0.375
Mechanix,6/30/2023,DET 15 - 25 PIT,92% (271/296),36% (4/11),44% (12/27),38% (12/32),18% (3/17),43% (3/7),56% (9/16),25,7,0.92,0.36,0.44,0.38,0.18,0.43,0.56,15,25,0.375
Nitro,6/30/2023,COL 24 - 16 POR,92% (301/326),50% (9/18),50% (13/26),38% (13/34),18% (3/17),43% (3/7),60% (9/15),25,10,0.92,0.50,0.50,0.38,0.18,0.43,0.60,24,16,0.4
Shred,6/30/2023,SLC 20 - 18 LA,95% (271/286),78% (7/9),63% (12/19),63% (12/19),36% (8/22),47% (8/17),83% (15/18),15,10,0.95,0.78,0.63,0.63,0.36,0.47,0.83,20,18,0.526
Shred,6/30/2023,SLC 20 - 18 LA,95% (271/286),78% (7/9),63% (12/19),63% (12/19),36% (8/22),47% (8/17),83% (15/18),15,10,0.95,0.78,0.63,0.63,0.36,0.47,0.83,20,18,0.526
Summit,6/30/2023,COL 24 - 16 POR,95% (292/308),78% (18/23),82% (14/17),67% (14/21),35% (9/26),50% (9/18),76% (13/17),16,18,0.95,0.78,0.82,0.67,0.35,0.50,0.76,24,16,0.6
Thunderbirds,6/30/2023,DET 15 - 25 PIT,94% (216/229),74% (14/19),82% (14/17),67% (14/21),41% (11/27),61% (11/18),74% (14/19),13,14,0.94,0.74,0.82,0.67,0.41,0.61,0.74,15,25,0.625
AlleyCats,7/1/2023,MAD 17 - 23 IND,97% (297/305),83% (5/6),89% (16/18),80% (16/20),29% (7/24),58% (7/12),85% (17/20),8,10,0.97,0.83,0.89,0.80,0.29,0.58,0.85,17,23,0.575
Cascades,7/1/2023,COL 18 - 9 SEA,90% (269/300),23% (3/13),30% (6/20),19% (6/32),27% (3/11),38% (3/8),43% (6/14),31,11,0.90,0.23,0.30,0.19,0.27,0.38,0.43,18,9,0.333
Glory,7/1/2023,BOS 24 - 21 TOR,96% (200/209),69% (11/16),73% (16/22),70% (16/23),31% (8/26),73% (8/11),80% (8/10),9,8,0.96,0.69,0.73,0.70,0.31,0.73,0.80,24,21,0.533
Growlers,7/1/2023,SLC 26 - 16 SD,92% (253/274),62% (8/13),56% (15/27),48% (15/31),6% (1/17),17% (1/6),67% (10/15),21,8,0.92,0.62,0.56,0.48,0.06,0.17,0.67,26,16,0.381
Legion,7/1/2023,DAL 16 - 25 ATX,88% (239/272),60% (9/15),44% (12/27),32% (12/37),22% (4/18),33% (4/12),79% (11/14),33,8,0.88,0.60,0.44,0.32,0.22,0.33,0.79,16,25,0.39
Radicals,7/1/2023,MAD 17 - 23 IND,96% (353/367),86% (6/7),63% (15/24),56% (15/27),11% (2/18),50% (2/4),77% (10/13),14,4,0.96,0.86,0.63,0.56,0.11,0.50,0.77,17,23,0.425
Rush,7/1/2023,BOS 24 - 21 TOR,96% (292/304),80% (8/10),65% (17/26),59% (17/29),18% (4/22),67% (4/6),75% (9/12),12,7,0.96,0.80,0.65,0.59,0.18,0.67,0.75,24,21,0.467
Shred,7/1/2023,SLC 26 - 16 SD,97% (323/333),83% (10/12),88% (15/17),68% (15/22),41% (11/27),69% (11/16),90% (18/20),10,13,0.97,0.83,0.88,0.68,0.41,0.69,0.90,26,16,0.619
Sol,7/1/2023,DAL 16 - 25 ATX,91% (238/261),55% (6/11),61% (11/18),44% (11/25),48% (13/27),57% (13/23),75% (18/24),23,20,0.91,0.55,0.61,0.44,0.48,0.57,0.75,16,25,0.61
Summit,7/1/2023,COL 18 - 9 SEA,93% (278/298),53% (8/15),73% (8/11),50% (8/16),50% (10/20),42% (10/24),67% (14/21),20,14,0.93,0.53,0.73,0.50,0.50,0.42,0.67,18,9,0.667
Phoenix,7/2/2023,PHI 18 - 10 MTL,94% (296/314),43% (6/14),62% (8/13),50% (8/16),50% (10/20),48% (10/21),76% (13/17),18,11,0.94,0.43,0.62,0.50,0.50,0.48,0.76,18,10,0.643
Royal,7/2/2023,PHI 18 - 10 MTL,89% (199/223),75% (6/8),40% (8/20),27% (8/30),17% (2/12),50% (2/4),50% (4/8),24,12,0.89,0.75,0.40,0.27,0.17,0.50,0.50,18,10,0.357
Havoc,7/7/2023,HTX 20 - 25 ATX,89% (178/201),56% (9/16),56% (15/27),47% (15/32),23% (5/22),42% (5/12),83% (10/12),23,6,0.89,0.56,0.56,0.47,0.23,0.42,0.83,20,25,0.444
Sol,7/7/2023,HTX 20 - 25 ATX,92% (209/228),75% (15/20),77% (17/22),59% (17/29),31% (8/26),50% (8/16),78% (14/18),19,9,0.92,0.75,0.77,0.59,0.31,0.50,0.78,20,25,0.444
Union,7/7/2023,CHI 18 - 21 PIT,92% (292/316),40% (6/15),65% (15/23),44% (15/34),15% (3/20),33% (3/9),65% (13/20),24,13,0.92,0.40,0.65,0.44,0.15,0.33,0.65,18,21,0.462
Thunderbirds,7/7/2023,CHI 18 - 21 PIT,92% (228/249),53% (8/15),75% (15/20),60% (15/25),22% (5/23),31% (5/16),100% (7/7),21,16,0.92,0.53,0.75,0.60,0.22,0.31,1.00,18,21,0.462
Glory,7/7/2023,BOS 21 - 20 PHI,96% (218/227),86% (12/14),71% (15/21),63% (15/24),26% (6/23),86% (6/7),87% (13/15),9,6,0.96,0.86,0.71,0.63,0.26,0.86,0.87,21,20,0.512
Phoenix,7/7/2023,BOS 21 - 20 PHI,96% (308/320),68% (13/19),70% (16/23),67% (16/24),19% (4/21),50% (4/8),82% (9/11),12,6,0.96,0.68,0.70,0.67,0.19,0.50,0.82,21,20,0.512
Growlers,7/14/2023,SD 15 - 18 POR,92% (226/245),75% (3/4),55% (11/20),50% (11/22),25% (4/16),33% (4/12),67% (10/15),19,3,0.92,0.75,0.55,0.50,0.25,0.33,0.67,15,18,0.455
Nitro,7/14/2023,SD 15 - 18 POR,94% (250/266),88% (7/8),69% (11/16),46% (11/24),35% (7/20),64% (7/11),79% (15/19),16,11,0.94,0.88,0.69,0.46,0.35,0.64,0.79,15,18,0.455
Empire,7/14/2023,NY 19 - 15 COL,96% (312/325),58% (7/12),65% (11/17),61% (11/18),33% (7/21),50% (7/14),85% (11/13),13,9,0.96,0.58,0.65,0.61,0.33,0.50,0.85,19,15,0.559
Summit,7/14/2023,NY 19 - 15 COL,93% (222/239),50% (6/12),48% (10/21),38% (10/26),29% (5/17),83% (5/6),77% (10/13),17,6,0.93,0.50,0.48,0.38,0.29,0.83,0.77,19,15,0.559
AlleyCats,7/9/2023,IND 17 - 22 MIN,91% (287/315),33% (2/6),54% (13/24),43% (13/30),21% (4/19),27% (4/15),75% (12/16),28,8,0.91,0.33,0.54,0.43,0.21,0.27,0.75,17,22,0.436
Wind Chill,7/9/2023,IND 17 - 22 MIN,92% (243/265),78% (7/9),74% (14/19),47% (14/30),33% (8/24),53% (8/15),88% (15/17),22,11,0.92,0.78,0.74,0.47,0.33,0.53,0.88,17,22,0.436
Nitro,7/8/2023,POR 10 - 25 OAK,84% (238/283),46% (6/13),31% (8/26),18% (8/44),8% (1/12),10% (1/10),50% (6/12),45,16,0.84,0.46,0.31,0.18,0.08,0.10,0.50,10,25,0.286
Spiders,7/8/2023,POR 10 - 25 OAK,87% (203/233),42% (5/12),67% (8/12),42% (8/19),54% (14/26),42% (14/33),75% (18/24),30,14,0.87,0.42,0.67,0.42,0.54,0.42,0.75,10,25,0.286
Thunderbirds,7/8/2023,PIT 14 - 20 CHI,92% (223/242),31% (4/13),48% (10/21),38% (10/26),25% (4/16),50% (4/8),67% (8/12),19,6,0.92,0.31,0.48,0.38,0.25,0.50,0.67,14,20,0.412
Union,7/8/2023,PIT 14 - 20 CHI,95% (260/274),63% (5/8),69% (11/16),55% (11/20),38% (8/21),57% (8/14),78% (14/18),14,10,0.95,0.63,0.69,0.55,0.38,0.57,0.78,14,20,0.412
Radicals,7/8/2023,MAD 23 - 14 DET,93% (172/185),100% (2/2),75% (12/16),75% (12/16),40% (10/25),50% (10/20),89% (17/19),13,15,0.93,1.00,0.75,0.75,0.40,0.50,0.89,23,14,0.622
Mechanix,7/8/2023,MAD 23 - 14 DET,95% (393/415),100% (5/5),48% (12/25),35% (12/34),13% (2/16),67% (2/3),77% (10/13),22,7,0.95,1.00,0.48,0.35,0.13,0.67,0.77,23,14,0.622
Glory,7/8/2023,BOS 15 - 22 DC,94% (248/264),44% (4/9),54% (13/24),48% (13/27),12% (2/17),33% (2/6),89% (8/9),16,6,0.94,0.44,0.54,0.48,0.12,0.33,0.89,15,22,0.405
Breeze,7/8/2023,BOS 15 - 22 DC,97% (345/354),67% (6/9),76% (13/17),68% (13/19),38% (9/24),69% (9/13),76% (16/21),9,10,0.97,0.67,0.76,0.68,0.38,0.69,0.76,15,22,0.405
Sol,7/8/2023,ATX 24 - 21 DAL,95% (289/305),82% (9/11),61% (14/23),52% (14/27),40% (10/25),67% (10/15),76% (13/17),16,7,0.95,0.82,0.61,0.52,0.40,0.67,0.76,24,21,0.533
Legion,7/8/2023,ATX 24 - 21 DAL,93% (238/256),65% (11/17),58% (14/24),50% (14/28),30% (7/23),64% (7/11),69% (11/16),18,12,0.93,0.65,0.58,0.50,0.30,0.64,0.69,24,21,0.533
Nitro,7/7/2023,POR 14 - 30 SLC,87% (190/218),47% (8/17),41% (13/32),32% (13/41),6% (1/16),100% (1/1),53% (8/15),28,7,0.87,0.47,0.41,0.32,0.06,1.00,0.53,14,30,0.318
Shred,7/7/2023,POR 14 - 30 SLC,97% (340/350),100% (5/5),94% (15/16),94% (15/16),44% (14/32),56% (14/25),88% (21/24),10,14,0.97,1.00,0.94,0.94,0.44,0.56,0.88,14,30,0.318
Wind Chill,7/7/2023,MIN 15 - 13 MAD,93% (262/283),38% (3/8),47% (7/15),37% (7/19),50% (8/16),44% (8/18),76% (13/17),21,12,0.93,0.38,0.47,0.37,0.50,0.44,0.76,15,13,0.536
Radicals,7/7/2023,MIN 15 - 13 MAD,92% (243/265),56% (5/9),44% (7/16),28% (7/25),40% (6/15),60% (6/10),53% (8/15),22,10,0.92,0.56,0.44,0.28,0.40,0.60,0.53,15,13,0.536
